soil_type,state,district,season,temperature,rainfall,humidity,water_availability,farm_size,previous_crop,target_crop,suitable
Clayey,Uttar Pradesh,Lucknow,Rabi,21.3,121.7,60.8,Medium,10.5,rose,banana,0
Black,Punjab,Ludhiana,Rabi,22.2,392.4,63.8,High,6.1,wheat,rice,0
Sandy,Punjab,Ludhiana,Rabi,15.8,214.7,68.5,Low,12.8,none,mustard,1
Red,Haryana,Lucknow,Zaid,36.3,105.3,57.2,Medium,4.4,mustard,potato,0
Red,Punjab,Karnal,Rabi,12.0,306.5,67.8,Medium,3.9,banana,banana,0
Black,Madhya Pradesh,Rajkot,Rabi,20.4,179.3,73.9,Low,0.5,sugarcane,soybean,0
Loamy,Punjab,Rampur,Rabi,20.9,176.6,72.7,Medium,11.1,tomato,sugarcane,0
Clayey,Punjab,Ludhiana,Rabi,19.0,308.1,58.9,High,6.0,potato,rose,1
Loamy,Tamil Nadu,Manchar,Rabi,14.7,276.8,64.1,Low,0.5,none,potato,0
Sandy,Haryana,Ludhiana,Rabi,14.5,302.5,53.3,Medium,1.9,maize,wheat,1
Loamy,Maharashtra,Ludhiana,Zaid,35.4,82.7,64.4,High,8.5,none,maize,1
Alluvial,Madhya Pradesh,Lucknow,Kharif,29.8,1110.4,84.9,Low,7.1,mustard,maize,1
Black,Karnataka,Manchar,Rabi,18.5,290.2,73.3,High,8.2,potato,wheat,1
Loamy,Andhra Pradesh,Coimbatore,Zaid,38.4,0.0,39.8,High,9.8,maize,soybean,0
Sandy,Uttar Pradesh,Rampur,Kharif,31.3,1032.8,76.9,Low,13.0,maize,soybean,0
Alluvial,Maharashtra,Coimbatore,Kharif,31.4,1167.1,87.4,Medium,7.4,cotton,mustard,0
Black,Uttar Pradesh,Rajkot,Rabi,20.1,293.9,63.7,High,7.1,rose,maize,1
Black,Madhya Pradesh,Coimbatore,Rabi,16.3,302.0,54.7,High,10.6,rose,rice,0
Red,Maharashtra,Manchar,Kharif,22.1,702.4,76.3,High,6.0,potato,maize,1
Alluvial,Haryana,Lucknow,Kharif,28.2,1146.5,80.7,High,16.5,potato,cotton,1
Sandy,Punjab,Rajkot,Kharif,31.1,744.5,83.2,Low,6.7,tomato,mustard,0
Sandy,Tamil Nadu,Lucknow,Zaid,33.8,82.1,51.0,High,6.6,sugarcane,wheat,0
Loamy,Gujarat,Kolar,Zaid,37.9,133.4,42.3,High,13.3,banana,banana,0
Loamy,Karnataka,Coimbatore,Rabi,16.1,261.3,71.1,Low,6.4,cotton,mustard,1
Alluvial,Haryana,Ludhiana,Rabi,19.2,196.2,44.1,High,9.7,maize,potato,1
Clayey,Uttar Pradesh,Manchar,Kharif,29.1,1000.5,85.4,Medium,8.5,maize,rose,1
Sandy,Haryana,Karnal,Rabi,17.6,289.2,44.7,Low,9.3,none,tomato,0
Alluvial,Madhya Pradesh,Lucknow,Zaid,32.1,61.9,20.3,Medium,12.9,wheat,banana,0
Alluvial,Gujarat,Nilokheri,Zaid,41.4,145.0,26.8,Low,12.6,potato,potato,0
Alluvial,Rajasthan,Nilokheri,Zaid,34.8,98.7,63.8,Low,7.1,maize,wheat,0
Sandy,Gujarat,Pune,Kharif,24.7,1110.4,80.5,High,17.0,sugarcane,wheat,0
Red,Haryana,Rampur,Kharif,27.2,972.3,75.6,High,18.6,potato,tomato,1
Black,Maharashtra,Coimbatore,Rabi,14.5,94.2,73.1,Medium,9.7,cotton,soybean,0
Black,Tamil Nadu,Lucknow,Zaid,36.2,108.7,38.0,High,4.8,wheat,rose,0
Black,Uttar Pradesh,Rajkot,Kharif,25.2,870.7,78.4,Low,9.0,maize,banana,0
Clayey,Madhya Pradesh,Kolar,Rabi,17.1,218.1,75.6,Low,9.1,maize,rose,0
Loamy,Haryana,Rajkot,Kharif,26.5,872.1,77.9,High,12.7,none,tomato,1
Clayey,Haryana,Ludhiana,Zaid,34.5,92.0,38.5,Medium,5.1,cotton,potato,0
Red,Andhra Pradesh,Pune,Zaid,38.8,44.1,64.6,Medium,11.4,soybean,soybean,0
Sandy,Andhra Pradesh,Ludhiana,Rabi,15.5,319.0,56.4,Low,8.6,rice,banana,0
Loamy,Maharashtra,Pune,Kharif,30.5,1372.8,85.5,Medium,8.2,cotton,mustard,0
Sandy,Rajasthan,Coimbatore,Rabi,16.1,149.1,60.0,High,11.1,sugarcane,wheat,1
Sandy,Haryana,Ludhiana,Zaid,35.6,133.6,33.9,Low,7.9,soybean,rose,0
Black,Uttar Pradesh,Coimbatore,Kharif,27.8,1414.4,85.7,Low,0.5,soybean,maize,1
Sandy,Gujarat,Lucknow,Zaid,38.2,118.9,46.6,Low,7.7,potato,cotton,0
Black,Tamil Nadu,Rampur,Kharif,31.1,1348.1,78.5,High,5.3,sugarcane,tomato,1
Red,Rajasthan,Manchar,Rabi,21.1,325.7,61.8,High,4.0,tomato,maize,1
Red,Karnataka,Rajkot,Kharif,31.3,1563.6,82.7,High,10.8,none,sugarcane,1
Sandy,Haryana,Lucknow,Zaid,34.8,110.4,38.7,Medium,5.8,banana,potato,0
Alluvial,Rajasthan,Coimbatore,Zaid,35.0,85.3,36.4,Low,8.9,soybean,cotton,0
Loamy,Uttar Pradesh,Kolar,Rabi,17.0,307.1,77.0,Medium,15.0,rice,rice,0
Black,Karnataka,Karnal,Rabi,18.4,150.5,52.7,Medium,7.5,mustard,maize,1
Alluvial,Gujarat,Pune,Rabi,20.3,335.7,57.0,Low,13.6,sugarcane,rose,1
Loamy,Andhra Pradesh,Rajkot,Kharif,27.6,1337.0,74.5,Low,9.1,potato,soybean,1
Black,Rajasthan,Karnal,Zaid,36.7,19.0,52.0,Medium,9.8,sugarcane,tomato,1
Loamy,Gujarat,Manchar,Rabi,18.5,154.5,64.6,High,8.3,mustard,mustard,0
Alluvial,Haryana,Pune,Zaid,35.0,76.5,55.4,High,5.6,sugarcane,maize,1
Alluvial,Andhra Pradesh,Rampur,Rabi,15.0,348.1,68.7,Medium,15.7,tomato,mustard,1
Sandy,Maharashtra,Nilokheri,Rabi,17.0,237.4,49.9,High,5.2,none,soybean,0
Sandy,Karnataka,Coimbatore,Zaid,34.7,123.7,49.7,Medium,9.7,maize,potato,0
Alluvial,Rajasthan,Kolar,Kharif,30.3,1043.1,84.1,Medium,13.8,rice,maize,1
Black,Punjab,Jaipur,Zaid,42.0,128.4,38.7,Low,12.8,cotton,sugarcane,0
Alluvial,Rajasthan,Pune,Kharif,31.6,1188.7,86.4,Low,10.6,tomato,sugarcane,1
Black,Uttar Pradesh,Pune,Kharif,30.2,1259.0,80.7,Low,9.7,cotton,mustard,0
Sandy,Andhra Pradesh,Coimbatore,Kharif,26.9,1038.6,82.5,Medium,5.8,tomato,rose,1
Loamy,Karnataka,Karnal,Zaid,37.9,69.2,35.7,Medium,3.7,rose,rice,0
Alluvial,Gujarat,Karnal,Rabi,16.8,173.5,83.9,Medium,7.4,wheat,soybean,0
Clayey,Haryana,Kolar,Kharif,34.2,1065.4,82.2,Low,5.2,tomato,soybean,0
Black,Maharashtra,Rajkot,Rabi,20.0,467.5,56.8,Low,6.9,sugarcane,banana,0
Sandy,Gujarat,Manchar,Zaid,39.4,114.8,53.8,Low,7.4,rice,cotton,1
Red,Maharashtra,Rajkot,Zaid,35.1,121.8,42.4,Medium,10.1,rice,sugarcane,0
Black,Karnataka,Lucknow,Zaid,32.3,74.6,32.1,High,10.1,sugarcane,rice,0
Red,Andhra Pradesh,Rajkot,Kharif,29.3,854.0,77.5,Low,11.7,mustard,maize,1
Clayey,Punjab,Karnal,Rabi,18.3,120.0,76.8,Low,10.8,tomato,tomato,0
Loamy,Gujarat,Rampur,Rabi,19.6,332.7,68.5,Low,6.0,cotton,soybean,0
Alluvial,Uttar Pradesh,Karnal,Kharif,29.5,849.3,80.8,High,12.1,none,rose,1
Alluvial,Uttar Pradesh,Rajkot,Zaid,31.1,12.9,33.4,High,12.4,sugarcane,banana,1
Black,Punjab,Rajkot,Kharif,30.6,1124.1,77.3,High,9.1,rice,rice,0
Black,Madhya Pradesh,Jaipur,Zaid,33.5,135.6,46.5,Low,14.3,rice,cotton,0
Sandy,Tamil Nadu,Kolar,Zaid,37.7,117.0,47.6,Medium,10.8,wheat,potato,0
Black,Andhra Pradesh,Rajkot,Zaid,33.8,105.4,35.9,High,5.3,cotton,rose,1
Clayey,Madhya Pradesh,Manchar,Kharif,26.9,1115.7,86.4,Low,7.7,sugarcane,rose,1
Clayey,Andhra Pradesh,Rampur,Zaid,33.6,66.3,40.5,Medium,4.4,maize,sugarcane,0
Loamy,Uttar Pradesh,Nilokheri,Zaid,33.6,136.4,62.5,Medium,7.6,banana,sugarcane,0
Clayey,Andhra Pradesh,Pune,Kharif,26.0,987.1,71.4,Medium,0.5,mustard,tomato,1
Red,Uttar Pradesh,Rajkot,Rabi,16.6,240.6,39.8,High,8.8,wheat,sugarcane,0
Loamy,Punjab,Lucknow,Zaid,35.6,71.7,66.7,Low,14.9,tomato,sugarcane,0
Black,Andhra Pradesh,Rajkot,Kharif,30.9,661.1,90.1,Low,3.7,cotton,cotton,0
Clayey,Madhya Pradesh,Rajkot,Rabi,17.1,226.1,76.0,High,5.3,cotton,tomato,1
Loamy,Maharashtra,Kolar,Rabi,19.8,173.3,69.1,High,5.2,maize,maize,0
Alluvial,Maharashtra,Karnal,Zaid,39.4,140.7,57.5,Medium,11.8,none,banana,0
Alluvial,Rajasthan,Manchar,Kharif,27.4,834.6,79.8,Low,11.9,rose,mustard,0
Loamy,Punjab,Coimbatore,Zaid,34.9,84.5,27.9,Low,12.5,soybean,rose,0
Red,Rajasthan,Ludhiana,Kharif,25.9,961.4,79.4,Low,12.0,sugarcane,mustard,0
Red,Andhra Pradesh,Coimbatore,Kharif,23.9,923.7,85.7,High,7.4,maize,banana,1
Alluvial,Uttar Pradesh,Pune,Rabi,20.6,255.1,74.8,High,5.1,banana,maize,1
Clayey,Rajasthan,Kolar,Rabi,16.4,161.6,71.7,Low,9.3,rose,soybean,0
Black,Gujarat,Rajkot,Kharif,30.0,1108.5,83.8,Low,6.3,none,rose,1
Black,Madhya Pradesh,Pune,Zaid,35.0,24.8,39.8,Medium,10.0,mustard,mustard,0
Red,Gujarat,Jaipur,Kharif,30.6,998.6,72.7,High,6.9,soybean,cotton,1
Alluvial,Haryana,Kolar,Rabi,16.2,239.3,58.8,Low,11.6,tomato,mustard,1
Loamy,Maharashtra,Ludhiana,Kharif,30.0,752.3,83.0,Low,3.8,soybean,mustard,0
Loamy,Maharashtra,Karnal,Rabi,13.9,255.6,56.0,Medium,14.7,none,mustard,1
Sandy,Andhra Pradesh,Manchar,Zaid,34.3,46.7,53.5,Low,8.1,mustard,banana,0
Clayey,Karnataka,Pune,Kharif,29.5,888.6,75.4,Medium,14.4,cotton,tomato,1
Red,Haryana,Lucknow,Kharif,28.4,1269.7,85.0,High,5.6,rice,maize,1
Sandy,Karnataka,Coimbatore,Rabi,18.0,298.7,61.2,Medium,6.4,maize,potato,0
Clayey,Maharashtra,Ludhiana,Kharif,25.5,1391.4,76.5,Low,7.9,tomato,potato,1
Loamy,Madhya Pradesh,Ludhiana,Rabi,16.7,373.7,45.2,Medium,7.2,soybean,banana,0
Black,Madhya Pradesh,Kolar,Kharif,33.3,1298.8,83.4,High,14.6,rice,potato,0
Red,Madhya Pradesh,Rajkot,Zaid,36.2,142.6,43.7,High,11.3,cotton,maize,1
Red,Uttar Pradesh,Manchar,Rabi,15.9,401.5,70.4,High,0.5,soybean,mustard,1
Alluvial,Tamil Nadu,Ludhiana,Kharif,26.3,1280.8,75.9,High,11.2,sugarcane,banana,1
Loamy,Karnataka,Ludhiana,Zaid,37.0,35.7,53.8,Low,3.2,soybean,potato,0
Red,Andhra Pradesh,Karnal,Rabi,21.8,370.9,61.0,Medium,5.2,banana,potato,1
Alluvial,Andhra Pradesh,Kolar,Rabi,14.8,330.1,47.3,High,12.5,rice,sugarcane,0
Red,Uttar Pradesh,Ludhiana,Kharif,31.6,1259.3,77.6,Low,10.4,mustard,mustard,0
Clayey,Tamil Nadu,Kolar,Rabi,11.9,277.9,56.5,High,12.4,soybean,soybean,0
Red,Punjab,Kolar,Kharif,29.7,1083.2,80.7,High,9.1,maize,wheat,0
Sandy,Madhya Pradesh,Rampur,Kharif,25.9,542.1,77.0,Medium,6.2,mustard,soybean,1
Sandy,Punjab,Nilokheri,Zaid,37.0,69.9,37.1,Low,9.6,potato,tomato,0
Black,Andhra Pradesh,Manchar,Zaid,41.4,108.8,44.2,High,7.3,sugarcane,sugarcane,0
Red,Maharashtra,Rampur,Kharif,31.1,994.5,79.9,Low,7.2,sugarcane,cotton,0
Sandy,Madhya Pradesh,Coimbatore,Rabi,21.7,130.3,62.9,Medium,6.3,cotton,soybean,0
Loamy,Karnataka,Rampur,Zaid,34.2,49.6,54.3,Medium,11.4,banana,rice,0
Black,Punjab,Manchar,Kharif,32.9,1236.1,80.7,Low,6.0,wheat,sugarcane,0
Black,Madhya Pradesh,Rajkot,Rabi,20.5,203.7,47.6,Low,6.8,tomato,tomato,1
Clayey,Gujarat,Coimbatore,Kharif,33.0,986.3,88.5,Medium,7.6,rose,banana,1
Sandy,Madhya Pradesh,Manchar,Rabi,14.5,360.1,59.2,Medium,0.8,rose,rice,0
Clayey,Maharashtra,Kolar,Zaid,36.0,82.3,52.2,Low,7.2,maize,banana,0
Loamy,Haryana,Manchar,Kharif,32.6,905.1,76.0,High,0.6,soybean,banana,1
Red,Karnataka,Ludhiana,Kharif,31.0,956.6,81.1,Medium,4.4,maize,banana,1
Alluvial,Tamil Nadu,Ludhiana,Rabi,17.9,130.2,61.0,Medium,0.5,soybean,wheat,1
Alluvial,Gujarat,Manchar,Kharif,24.8,798.6,72.7,Low,7.7,mustard,soybean,0
Clayey,Rajasthan,Karnal,Kharif,30.3,1189.7,79.2,High,9.6,wheat,sugarcane,1
Black,Maharashtra,Ludhiana,Kharif,31.0,835.9,80.4,Low,2.7,tomato,sugarcane,0
Sandy,Punjab,Nilokheri,Rabi,16.3,484.4,71.4,Low,10.2,sugarcane,tomato,0
Clayey,Tamil Nadu,Ludhiana,Rabi,19.1,401.3,70.7,Low,4.3,tomato,cotton,0
Alluvial,Rajasthan,Rampur,Kharif,38.7,758.4,87.9,High,4.0,none,rose,1
Alluvial,Uttar Pradesh,Manchar,Kharif,38.5,950.7,85.2,High,8.3,soybean,rose,1
Black,Tamil Nadu,Kolar,Kharif,32.3,1442.1,84.4,High,9.0,wheat,banana,1
Alluvial,Karnataka,Coimbatore,Zaid,36.6,42.8,41.4,High,4.1,maize,wheat,0
Clayey,Haryana,Nilokheri,Kharif,29.6,736.2,81.7,High,16.2,potato,rose,1
Red,Karnataka,Manchar,Kharif,27.9,1092.9,75.7,Medium,0.5,none,maize,1
Alluvial,Tamil Nadu,Pune,Kharif,31.1,619.5,75.0,High,8.6,mustard,soybean,1
Loamy,Gujarat,Jaipur,Kharif,30.4,1144.9,89.7,Medium,8.7,sugarcane,rice,0
Sandy,Punjab,Coimbatore,Zaid,36.1,83.1,19.2,High,7.8,maize,sugarcane,0
Black,Gujarat,Kolar,Kharif,29.6,1241.3,75.8,Medium,4.1,wheat,potato,0
Clayey,Maharashtra,Lucknow,Rabi,20.1,390.2,63.9,Low,6.1,wheat,sugarcane,0
Black,Haryana,Rajkot,Kharif,34.0,1081.2,81.1,High,4.6,soybean,potato,0
Clayey,Punjab,Lucknow,Zaid,36.8,78.9,40.2,Low,11.1,rice,sugarcane,0
Sandy,Andhra Pradesh,Lucknow,Kharif,29.9,1478.4,81.6,Medium,10.3,sugarcane,sugarcane,0
Black,Gujarat,Karnal,Rabi,16.0,264.1,55.9,Medium,16.5,soybean,mustard,1
Alluvial,Maharashtra,Coimbatore,Kharif,26.0,1441.1,81.0,High,10.5,mustard,soybean,1
Sandy,Rajasthan,Lucknow,Kharif,29.6,1477.9,71.4,Medium,6.1,banana,rose,1
Loamy,Tamil Nadu,Rampur,Kharif,27.1,1456.8,81.3,Medium,9.6,maize,rose,1
Black,Karnataka,Lucknow,Kharif,28.9,1129.6,81.2,Medium,6.1,wheat,tomato,1
Loamy,Madhya Pradesh,Coimbatore,Kharif,30.2,852.8,75.9,Medium,10.2,sugarcane,cotton,1
Loamy,Andhra Pradesh,Nilokheri,Kharif,28.8,907.0,79.9,Low,5.7,banana,rice,0
Clayey,Andhra Pradesh,Coimbatore,Zaid,35.0,63.6,39.1,Medium,8.8,rice,cotton,0
Clayey,Gujarat,Manchar,Kharif,34.2,1016.4,83.8,Low,5.5,soybean,rose,1
Loamy,Uttar Pradesh,Nilokheri,Kharif,24.7,825.4,76.6,Low,8.2,soybean,wheat,0
Alluvial,Maharashtra,Kolar,Zaid,39.3,21.9,41.0,Medium,7.2,cotton,soybean,0
Loamy,Punjab,Nilokheri,Kharif,28.7,628.8,86.3,High,4.0,rose,potato,0
Black,Uttar Pradesh,Lucknow,Rabi,20.3,307.4,44.3,Medium,5.3,mustard,soybean,0
Loamy,Gujarat,Rajkot,Rabi,21.1,234.0,59.5,High,10.4,mustard,mustard,0
Clayey,Gujarat,Rampur,Rabi,18.1,197.9,47.6,Medium,1.5,sugarcane,wheat,1
Red,Madhya Pradesh,Coimbatore,Zaid,34.3,173.5,23.6,Low,7.9,soybean,mustard,0
Red,Rajasthan,Karnal,Zaid,37.1,101.0,36.6,High,11.1,cotton,tomato,1
Black,Gujarat,Pune,Zaid,37.9,120.6,44.2,Medium,5.6,sugarcane,sugarcane,0
Black,Maharashtra,Jaipur,Zaid,36.7,33.0,45.5,Medium,0.7,sugarcane,cotton,0
Black,Maharashtra,Manchar,Zaid,35.4,69.2,42.0,High,12.2,sugarcane,potato,0
Clayey,Madhya Pradesh,Karnal,Zaid,38.8,103.5,51.6,Low,7.7,rice,banana,0
Clayey,Rajasthan,Lucknow,Rabi,18.5,264.0,64.3,Medium,10.4,mustard,banana,0
Loamy,Andhra Pradesh,Ludhiana,Kharif,30.1,1165.4,77.5,Medium,7.1,banana,cotton,1
Alluvial,Andhra Pradesh,Nilokheri,Zaid,38.9,194.4,40.7,High,14.6,none,tomato,0
Black,Uttar Pradesh,Kolar,Kharif,26.6,1068.6,86.3,High,10.3,maize,banana,1
Clayey,Punjab,Rampur,Zaid,39.2,61.5,37.2,High,11.0,mustard,rice,0
Black,Maharashtra,Pune,Rabi,16.9,346.4,37.8,Low,9.5,tomato,tomato,0
Clayey,Haryana,Coimbatore,Rabi,17.9,473.8,61.3,Low,12.1,potato,wheat,1
Black,Maharashtra,Manchar,Rabi,15.4,368.6,61.2,High,12.7,none,mustard,1
Clayey,Punjab,Ludhiana,Kharif,25.5,816.5,77.5,Medium,10.6,potato,rice,1
Alluvial,Rajasthan,Pune,Zaid,34.2,131.8,60.5,Low,7.0,rose,soybean,0
Clayey,Karnataka,Rampur,Kharif,26.2,1212.8,76.1,High,11.4,banana,soybean,1
Clayey,Tamil Nadu,Nilokheri,Rabi,17.9,318.0,34.3,Low,0.5,rice,mustard,1
Clayey,Tamil Nadu,Kolar,Rabi,11.6,131.4,70.0,Medium,9.0,wheat,soybean,0
Sandy,Rajasthan,Kolar,Kharif,30.3,1151.5,76.0,Medium,5.8,rice,maize,1
Black,Uttar Pradesh,Karnal,Rabi,18.1,199.9,56.1,Low,5.4,rose,banana,0
Loamy,Punjab,Manchar,Kharif,27.3,986.8,84.3,Low,3.5,potato,wheat,0
Alluvial,Uttar Pradesh,Ludhiana,Kharif,28.8,1001.5,77.4,Medium,10.9,none,maize,1
Red,Haryana,Jaipur,Rabi,16.1,314.3,56.2,Low,9.8,wheat,potato,1
Black,Rajasthan,Nilokheri,Kharif,27.9,1327.4,84.8,High,11.4,mustard,potato,0
Loamy,Madhya Pradesh,Nilokheri,Zaid,36.6,37.0,43.3,Low,2.5,cotton,wheat,0
Black,Rajasthan,Manchar,Kharif,29.7,1034.7,80.1,High,7.6,mustard,wheat,0
Clayey,Tamil Nadu,Manchar,Rabi,22.1,139.4,76.3,Low,9.2,sugarcane,cotton,0
Alluvial,Tamil Nadu,Lucknow,Kharif,30.2,1533.4,83.4,Low,16.8,rose,soybean,0
Sandy,Maharashtra,Rampur,Kharif,32.2,1009.4,80.2,High,17.9,banana,mustard,0
Alluvial,Tamil Nadu,Rajkot,Zaid,34.5,69.4,53.2,Low,2.6,none,soybean,0
Clayey,Punjab,Kolar,Kharif,35.1,562.8,71.3,Medium,10.8,mustard,soybean,1
Loamy,Gujarat,Kolar,Rabi,17.1,249.3,64.3,Low,10.4,rose,mustard,1
Red,Haryana,Lucknow,Kharif,29.1,1332.8,84.5,Medium,14.2,potato,maize,1
Loamy,Karnataka,Kolar,Zaid,38.5,107.8,43.9,Low,9.7,banana,cotton,0
Red,Karnataka,Nilokheri,Kharif,31.3,1288.3,73.4,High,10.4,rose,soybean,1
Clayey,Karnataka,Nilokheri,Rabi,23.5,265.0,71.7,Medium,7.6,soybean,cotton,0
Red,Gujarat,Lucknow,Kharif,27.0,833.6,89.1,Medium,0.5,soybean,potato,0
Red,Gujarat,Coimbatore,Rabi,20.7,276.4,60.9,High,8.7,potato,potato,0
Black,Rajasthan,Rampur,Kharif,26.8,1019.3,81.8,Low,6.1,rice,potato,0
Alluvial,Rajasthan,Karnal,Rabi,22.3,19.9,67.9,High,8.9,sugarcane,soybean,0
Sandy,Uttar Pradesh,Jaipur,Rabi,21.2,163.6,47.5,High,12.0,banana,tomato,0
Red,Andhra Pradesh,Kolar,Zaid,35.1,128.0,25.2,Low,7.3,rose,maize,0
Red,Karnataka,Pune,Rabi,19.1,362.1,59.5,Low,3.6,mustard,sugarcane,0
Red,Tamil Nadu,Karnal,Zaid,37.3,26.0,58.2,Low,5.0,rice,cotton,0
Red,Punjab,Kolar,Kharif,34.9,895.2,85.4,Low,3.1,rose,wheat,0
Alluvial,Uttar Pradesh,Pune,Rabi,18.8,244.1,63.3,Low,17.3,rose,potato,0
Black,Madhya Pradesh,Coimbatore,Zaid,37.3,122.3,36.6,High,8.2,potato,rice,0
Alluvial,Gujarat,Nilokheri,Rabi,16.0,397.6,69.0,Low,8.9,wheat,sugarcane,0
Loamy,Karnataka,Coimbatore,Kharif,27.1,861.0,80.6,Low,8.9,soybean,potato,0
Red,Karnataka,Rajkot,Zaid,37.5,108.6,25.2,High,6.5,none,banana,1
Black,Karnataka,Kolar,Zaid,34.9,37.1,31.7,Medium,15.1,rose,maize,1
Black,Andhra Pradesh,Pune,Rabi,20.5,164.3,72.9,Low,15.2,sugarcane,soybean,0
Clayey,Madhya Pradesh,Karnal,Kharif,29.8,830.5,76.1,High,3.8,maize,wheat,0
Alluvial,Uttar Pradesh,Pune,Rabi,15.8,340.4,51.1,Low,18.4,wheat,banana,0
Clayey,Madhya Pradesh,Lucknow,Zaid,35.5,5.7,42.7,Low,4.3,soybean,maize,0
Alluvial,Punjab,Coimbatore,Zaid,32.8,157.3,53.1,High,3.7,rose,wheat,0
Black,Andhra Pradesh,Coimbatore,Zaid,35.6,107.3,42.5,Low,8.4,banana,wheat,0
Alluvial,Uttar Pradesh,Kolar,Rabi,24.3,340.0,52.5,Low,5.6,mustard,cotton,0
Red,Maharashtra,Nilokheri,Rabi,13.2,437.3,74.3,High,9.6,rose,mustard,1
Clayey,Karnataka,Rajkot,Zaid,34.7,102.4,33.6,High,0.5,rice,banana,1
Red,Uttar Pradesh,Nilokheri,Rabi,20.6,206.1,55.8,High,3.7,maize,sugarcane,0
Loamy,Rajasthan,Kolar,Kharif,25.7,1148.9,79.7,Medium,7.6,cotton,potato,0
Clayey,Maharashtra,Rampur,Zaid,38.2,108.6,45.6,Medium,2.1,cotton,potato,0
Alluvial,Maharashtra,Karnal,Rabi,16.7,347.2,74.8,Medium,9.3,wheat,soybean,0
Sandy,Rajasthan,Coimbatore,Rabi,16.9,197.0,50.6,Low,10.5,sugarcane,soybean,0
Red,Punjab,Karnal,Zaid,32.0,129.6,63.0,High,12.9,none,soybean,0
Sandy,Punjab,Rajkot,Zaid,37.2,95.1,46.1,Low,6.5,tomato,rice,0
Loamy,Uttar Pradesh,Manchar,Kharif,36.4,981.1,79.3,High,6.9,cotton,potato,0
Alluvial,Tamil Nadu,Karnal,Zaid,34.6,59.2,53.1,Low,7.5,none,sugarcane,0
Black,Gujarat,Nilokheri,Zaid,38.7,39.0,55.7,Medium,12.7,rose,wheat,0
Black,Gujarat,Coimbatore,Rabi,13.8,217.3,45.0,Low,9.2,soybean,wheat,1
Loamy,Andhra Pradesh,Karnal,Rabi,17.3,212.3,64.4,Medium,0.5,rice,cotton,0
Loamy,Madhya Pradesh,Karnal,Kharif,29.4,1100.8,72.4,Low,3.0,none,soybean,1
Sandy,Andhra Pradesh,Rajkot,Zaid,37.0,10.8,58.5,High,0.5,soybean,rose,0
Sandy,Karnataka,Jaipur,Zaid,35.4,86.2,56.3,Medium,6.3,maize,maize,0
Clayey,Andhra Pradesh,Rajkot,Rabi,14.8,403.7,67.2,Low,0.5,wheat,potato,1
Alluvial,Gujarat,Pune,Zaid,36.6,55.8,70.4,Medium,7.2,sugarcane,soybean,0
Clayey,Andhra Pradesh,Coimbatore,Zaid,35.9,123.9,40.9,Medium,15.2,rice,rice,0
Alluvial,Uttar Pradesh,Lucknow,Rabi,12.9,374.6,50.7,Medium,10.4,rice,tomato,1
Red,Tamil Nadu,Rampur,Zaid,36.9,83.8,52.0,High,9.9,mustard,wheat,0
Clayey,Tamil Nadu,Karnal,Zaid,35.3,76.2,42.7,Medium,6.4,maize,soybean,0
Clayey,Karnataka,Manchar,Kharif,31.4,633.5,81.5,Medium,7.2,banana,wheat,0
Alluvial,Gujarat,Nilokheri,Zaid,36.0,68.5,60.3,High,8.4,tomato,potato,0
Clayey,Haryana,Coimbatore,Zaid,35.8,32.2,58.2,Low,4.9,banana,maize,0
Alluvial,Madhya Pradesh,Kolar,Rabi,15.4,100.6,60.1,Low,13.9,mustard,sugarcane,0
Red,Uttar Pradesh,Jaipur,Rabi,19.2,460.2,65.9,Low,6.6,mustard,cotton,0
Alluvial,Madhya Pradesh,Jaipur,Rabi,20.6,403.9,65.8,Medium,10.8,rose,tomato,1
Sandy,Rajasthan,Ludhiana,Zaid,35.0,54.1,49.2,High,6.1,cotton,maize,0
Sandy,Maharashtra,Jaipur,Rabi,18.0,160.6,58.1,High,0.5,wheat,tomato,0
Red,Rajasthan,Coimbatore,Kharif,30.9,1190.9,81.8,Low,15.6,rose,tomato,1
Loamy,Karnataka,Karnal,Kharif,25.4,1723.0,87.8,High,15.1,maize,rice,1
Loamy,Haryana,Kolar,Kharif,29.0,907.2,82.3,Low,5.3,wheat,wheat,0
Loamy,Rajasthan,Jaipur,Zaid,39.4,110.4,52.0,Low,3.5,maize,sugarcane,0
Sandy,Tamil Nadu,Jaipur,Kharif,25.6,1205.4,85.3,Low,6.8,soybean,banana,0
Alluvial,Punjab,Ludhiana,Kharif,35.2,887.5,83.0,High,0.5,tomato,mustard,0
Black,Haryana,Nilokheri,Zaid,37.2,74.4,40.3,Medium,7.1,rose,sugarcane,0
Loamy,Maharashtra,Pune,Zaid,38.9,76.1,53.4,High,7.5,maize,maize,0
Alluvial,Tamil Nadu,Coimbatore,Kharif,30.9,1120.7,86.6,Medium,5.7,cotton,banana,1
Red,Madhya Pradesh,Manchar,Rabi,14.4,130.2,59.1,Medium,9.4,wheat,maize,1
Sandy,Tamil Nadu,Rampur,Kharif,31.4,1047.6,86.0,Medium,12.1,soybean,cotton,1
Clayey,Rajasthan,Rampur,Zaid,39.2,169.4,45.7,High,13.7,maize,soybean,0
Black,Gujarat,Rajkot,Kharif,28.6,1083.1,94.7,Medium,13.6,cotton,maize,1
Red,Andhra Pradesh,Ludhiana,Kharif,31.9,1427.2,81.5,High,8.6,rice,banana,1
